,gvkey_focal,year,gvkey1,gvkey2,score,gvkey_peer,focal_ticker,focal_company_name,focal_cik,focal_primary_sic,peer_ticker,peer_company_name
20747,006829,2013,6829,5680,0.0742,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
20763,007241,2013,7241,11264,0.089,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
20852,011259,2013,11259,3813,0.0166,003813,WMT,Walmart Inc.,0000104169,5331,TGT,Target Corp.
20854,011259,2013,11259,6502,0.0211,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
20866,011264,2013,11264,7241,0.089,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
20911,011672,2013,11672,31587,0.0243,031587,TJX,TJX Companies Inc.,0000109198,5651,DLTR,Dollar Tree Inc.
21041,031587,2013,31587,2184,0.0116,002184,DLTR,Dollar Tree Inc.,0000935703,5331,BBY,Best Buy Co. Inc.
21043,031587,2013,31587,4016,0.061,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
21047,031587,2013,31587,11672,0.0243,011672,DLTR,Dollar Tree Inc.,0000935703,5331,TJX,TJX Companies Inc.
21081,064768,2013,64768,160329,0.0612,160329,AMZN,Amazon.com Inc.,0001018724,5961,GOOGL,Alphabet Inc.
21095,160329,2013,160329,64768,0.0612,064768,GOOGL,Alphabet Inc.,0001652044,7389,AMZN,Amazon.com Inc.
21109,160329,2013,160329,170617,0.0684,170617,GOOGL,Alphabet Inc.,0001652044,7389,META,Meta Platforms Inc.
21164,170617,2013,170617,160329,0.0684,160329,META,Meta Platforms Inc.,0001326801,7389,GOOGL,Alphabet Inc.
21221,002184,2014,2184,5680,0.0086,005680,BBY,Best Buy Co. Inc.,0000764478,5731,HD,Home Depot Inc.
21242,004016,2014,4016,31587,0.0731,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
21260,005680,2014,5680,2184,0.0086,002184,HD,Home Depot Inc.,0000354950,5251,BBY,Best Buy Co. Inc.
21263,005680,2014,5680,6829,0.0869,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
21273,006502,2014,6502,11259,0.0243,011259,KR,Kroger Co.,0000056873,5411,WMT,Walmart Inc.
21280,006829,2014,6829,5680,0.0869,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
21291,007241,2014,7241,11264,0.1185,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
21344,011259,2014,11259,6502,0.0243,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
21360,011264,2014,11264,7241,0.1185,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
21525,012141,2014,12141,170617,0.0009,170617,MSFT,Microsoft Corp.,0000789019,7372,META,Meta Platforms Inc.
21549,031587,2014,31587,4016,0.0731,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
21585,064768,2014,64768,160329,0.0161,160329,AMZN,Amazon.com Inc.,0001018724,5961,GOOGL,Alphabet Inc.
21595,160329,2014,160329,64768,0.0161,064768,GOOGL,Alphabet Inc.,0001652044,7389,AMZN,Amazon.com Inc.
21606,170617,2014,170617,12141,0.0009,012141,META,Meta Platforms Inc.,0001326801,7389,MSFT,Microsoft Corp.
21627,001690,2015,1690,12141,0.0137,012141,AAPL,Apple Inc.,0000320193,3571,MSFT,Microsoft Corp.
21676,004016,2015,4016,31587,0.0475,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
21704,005680,2015,5680,6829,0.0449,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
21716,006502,2015,6502,11259,0.0096,011259,KR,Kroger Co.,0000056873,5411,WMT,Walmart Inc.
21721,006829,2015,6829,5680,0.0449,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
21736,007241,2015,7241,11264,0.0767,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
21798,011259,2015,11259,6502,0.0096,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
21808,011264,2015,11264,7241,0.0767,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
21859,011672,2015,11672,31587,0.0064,031587,TJX,TJX Companies Inc.,0000109198,5651,DLTR,Dollar Tree Inc.
21894,012141,2015,12141,1690,0.0137,001690,MSFT,Microsoft Corp.,0000789019,7372,AAPL,Apple Inc.
22024,012141,2015,12141,160329,0.0255,160329,MSFT,Microsoft Corp.,0000789019,7372,GOOGL,Alphabet Inc.
22074,031587,2015,31587,4016,0.0475,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
22078,031587,2015,31587,11672,0.0064,011672,DLTR,Dollar Tree Inc.,0000935703,5331,TJX,TJX Companies Inc.
22106,064768,2015,64768,160329,0.0281,160329,AMZN,Amazon.com Inc.,0001018724,5961,GOOGL,Alphabet Inc.
22109,160329,2015,160329,12141,0.0255,012141,GOOGL,Alphabet Inc.,0001652044,7389,MSFT,Microsoft Corp.
22130,160329,2015,160329,64768,0.0281,064768,GOOGL,Alphabet Inc.,0001652044,7389,AMZN,Amazon.com Inc.
22138,160329,2015,160329,170617,0.011,170617,GOOGL,Alphabet Inc.,0001652044,7389,META,Meta Platforms Inc.
22161,170617,2015,170617,160329,0.011,160329,META,Meta Platforms Inc.,0001326801,7389,GOOGL,Alphabet Inc.
22171,001690,2016,1690,12141,0.0053,012141,AAPL,Apple Inc.,0000320193,3571,MSFT,Microsoft Corp.
22343,005680,2016,5680,6829,0.0635,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
22350,006502,2016,6502,11259,0.0279,011259,KR,Kroger Co.,0000056873,5411,WMT,Walmart Inc.
22355,006829,2016,6829,5680,0.0635,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
22366,007241,2016,7241,11264,0.0748,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
22436,011259,2016,11259,6502,0.0279,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
22446,011259,2016,11259,31587,0.0068,031587,WMT,Walmart Inc.,0000104169,5331,DLTR,Dollar Tree Inc.
22449,011264,2016,11264,7241,0.0748,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
22497,011672,2016,11672,31587,0.0021,031587,TJX,TJX Companies Inc.,0000109198,5651,DLTR,Dollar Tree Inc.
22525,012141,2016,12141,1690,0.0053,001690,MSFT,Microsoft Corp.,0000789019,7372,AAPL,Apple Inc.
22671,031587,2016,31587,11259,0.0068,011259,DLTR,Dollar Tree Inc.,0000935703,5331,WMT,Walmart Inc.
22672,031587,2016,31587,11672,0.0021,011672,DLTR,Dollar Tree Inc.,0000935703,5331,TJX,TJX Companies Inc.
22704,064768,2016,64768,160329,0.0179,160329,AMZN,Amazon.com Inc.,0001018724,5961,GOOGL,Alphabet Inc.
22713,160329,2016,160329,64768,0.0179,064768,GOOGL,Alphabet Inc.,0001652044,7389,AMZN,Amazon.com Inc.
22718,160329,2016,160329,170617,0.0343,170617,GOOGL,Alphabet Inc.,0001652044,7389,META,Meta Platforms Inc.
22746,170617,2016,170617,160329,0.0343,160329,META,Meta Platforms Inc.,0001326801,7389,GOOGL,Alphabet Inc.
22783,004016,2017,4016,31587,0.0531,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
22791,005680,2017,5680,6829,0.0446,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
22797,006502,2017,6502,11259,0.0278,011259,KR,Kroger Co.,0000056873,5411,WMT,Walmart Inc.
22802,006829,2017,6829,5680,0.0446,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
22815,007241,2017,7241,11264,0.0779,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
22896,011259,2017,11259,6502,0.0278,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
22898,011259,2017,11259,11264,0.0004,011264,WMT,Walmart Inc.,0000104169,5331,WBA,Walgreens Boots Alliance Inc.
22905,011259,2017,11259,31587,0.0025,031587,WMT,Walmart Inc.,0000104169,5331,DLTR,Dollar Tree Inc.
22908,011264,2017,11264,7241,0.0779,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
22911,011264,2017,11264,11259,0.0004,011259,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,WMT,Walmart Inc.
22947,011672,2017,11672,31587,0.0046,031587,TJX,TJX Companies Inc.,0000109198,5651,DLTR,Dollar Tree Inc.
23099,012141,2017,12141,160329,0.0182,160329,MSFT,Microsoft Corp.,0000789019,7372,GOOGL,Alphabet Inc.
23107,012141,2017,12141,170617,0.0027,170617,MSFT,Microsoft Corp.,0000789019,7372,META,Meta Platforms Inc.
23135,031587,2017,31587,4016,0.0531,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
23138,031587,2017,31587,11259,0.0025,011259,DLTR,Dollar Tree Inc.,0000935703,5331,WMT,Walmart Inc.
23139,031587,2017,31587,11672,0.0046,011672,DLTR,Dollar Tree Inc.,0000935703,5331,TJX,TJX Companies Inc.
23172,160329,2017,160329,12141,0.0182,012141,GOOGL,Alphabet Inc.,0001652044,7389,MSFT,Microsoft Corp.
23180,160329,2017,160329,170617,0.0256,170617,GOOGL,Alphabet Inc.,0001652044,7389,META,Meta Platforms Inc.
23182,170617,2017,170617,12141,0.0027,012141,META,Meta Platforms Inc.,0001326801,7389,MSFT,Microsoft Corp.
23201,170617,2017,170617,160329,0.0256,160329,META,Meta Platforms Inc.,0001326801,7389,GOOGL,Alphabet Inc.
23223,004016,2018,4016,11259,0.0122,011259,DG,Dollar General Corp.,0000029534,5331,WMT,Walmart Inc.
23234,004016,2018,4016,31587,0.0539,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
23242,005680,2018,5680,6829,0.0715,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
23244,006829,2018,6829,5680,0.0715,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
23260,007241,2018,7241,11264,0.036,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
23484,011259,2018,11259,4016,0.0122,004016,WMT,Walmart Inc.,0000104169,5331,DG,Dollar General Corp.
23486,011259,2018,11259,11264,0.0078,011264,WMT,Walmart Inc.,0000104169,5331,WBA,Walgreens Boots Alliance Inc.
23496,011259,2018,11259,31587,0.0091,031587,WMT,Walmart Inc.,0000104169,5331,DLTR,Dollar Tree Inc.
23502,011264,2018,11264,7241,0.036,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
23504,011264,2018,11264,11259,0.0078,011259,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,WMT,Walmart Inc.
23679,012141,2018,12141,160329,0.0255,160329,MSFT,Microsoft Corp.,0000789019,7372,GOOGL,Alphabet Inc.
23685,012141,2018,12141,170617,0.0184,170617,MSFT,Microsoft Corp.,0000789019,7372,META,Meta Platforms Inc.
23709,031587,2018,31587,4016,0.0539,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
23712,031587,2018,31587,11259,0.0091,011259,DLTR,Dollar Tree Inc.,0000935703,5331,WMT,Walmart Inc.
23746,064768,2018,64768,160329,0.0383,160329,AMZN,Amazon.com Inc.,0001018724,5961,GOOGL,Alphabet Inc.
23748,160329,2018,160329,12141,0.0255,012141,GOOGL,Alphabet Inc.,0001652044,7389,MSFT,Microsoft Corp.
23769,160329,2018,160329,64768,0.0383,064768,GOOGL,Alphabet Inc.,0001652044,7389,AMZN,Amazon.com Inc.
23774,160329,2018,160329,170617,0.0209,170617,GOOGL,Alphabet Inc.,0001652044,7389,META,Meta Platforms Inc.
23778,170617,2018,170617,12141,0.0184,012141,META,Meta Platforms Inc.,0001326801,7389,MSFT,Microsoft Corp.
23790,170617,2018,170617,160329,0.0209,160329,META,Meta Platforms Inc.,0001326801,7389,GOOGL,Alphabet Inc.
23798,004016,2019,4016,11259,0.0143,011259,DG,Dollar General Corp.,0000029534,5331,WMT,Walmart Inc.
23809,004016,2019,4016,31587,0.1007,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
23822,005680,2019,5680,6829,0.0726,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
23828,006502,2019,6502,11259,0.0181,011259,KR,Kroger Co.,0000056873,5411,WMT,Walmart Inc.
23835,006829,2019,6829,5680,0.0726,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
23851,007241,2019,7241,11264,0.0489,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
24050,011259,2019,11259,4016,0.0143,004016,WMT,Walmart Inc.,0000104169,5331,DG,Dollar General Corp.
24051,011259,2019,11259,6502,0.0181,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
24054,011259,2019,11259,31587,0.0155,031587,WMT,Walmart Inc.,0000104169,5331,DLTR,Dollar Tree Inc.
24058,011264,2019,11264,7241,0.0489,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
24207,012141,2019,12141,160329,0.008,160329,MSFT,Microsoft Corp.,0000789019,7372,GOOGL,Alphabet Inc.
24212,012141,2019,12141,170617,0.0231,170617,MSFT,Microsoft Corp.,0000789019,7372,META,Meta Platforms Inc.
24233,031587,2019,31587,4016,0.1007,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
24236,031587,2019,31587,11259,0.0155,011259,DLTR,Dollar Tree Inc.,0000935703,5331,WMT,Walmart Inc.
24264,160329,2019,160329,12141,0.008,012141,GOOGL,Alphabet Inc.,0001652044,7389,MSFT,Microsoft Corp.
24286,160329,2019,160329,170617,0.0095,170617,GOOGL,Alphabet Inc.,0001652044,7389,META,Meta Platforms Inc.
24289,170617,2019,170617,12141,0.0231,012141,META,Meta Platforms Inc.,0001326801,7389,MSFT,Microsoft Corp.
24307,170617,2019,170617,160329,0.0095,160329,META,Meta Platforms Inc.,0001326801,7389,GOOGL,Alphabet Inc.
24313,003813,2020,3813,4016,0.0025,004016,TGT,Target Corp.,0000027419,5331,DG,Dollar General Corp.
24317,004016,2020,4016,3813,0.0025,003813,DG,Dollar General Corp.,0000029534,5331,TGT,Target Corp.
24321,004016,2020,4016,11259,0.037,011259,DG,Dollar General Corp.,0000029534,5331,WMT,Walmart Inc.
24322,004016,2020,4016,11672,0.0043,011672,DG,Dollar General Corp.,0000029534,5331,TJX,TJX Companies Inc.
24334,004016,2020,4016,31587,0.1135,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
24375,007241,2020,7241,11264,0.027,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
24590,011259,2020,11259,4016,0.037,004016,WMT,Walmart Inc.,0000104169,5331,DG,Dollar General Corp.
24593,011259,2020,11259,11264,0.0081,011264,WMT,Walmart Inc.,0000104169,5331,WBA,Walgreens Boots Alliance Inc.
24598,011259,2020,11259,31587,0.0401,031587,WMT,Walmart Inc.,0000104169,5331,DLTR,Dollar Tree Inc.
24605,011264,2020,11264,7241,0.027,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
24607,011264,2020,11264,11259,0.0081,011259,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,WMT,Walmart Inc.
24613,011672,2020,11672,4016,0.0043,004016,TJX,TJX Companies Inc.,0000109198,5651,DG,Dollar General Corp.
24634,011672,2020,11672,31587,0.0177,031587,TJX,TJX Companies Inc.,0000109198,5651,DLTR,Dollar Tree Inc.
24752,012141,2020,12141,160329,0.0243,160329,MSFT,Microsoft Corp.,0000789019,7372,GOOGL,Alphabet Inc.
24773,031587,2020,31587,4016,0.1135,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
24778,031587,2020,31587,11259,0.0401,011259,DLTR,Dollar Tree Inc.,0000935703,5331,WMT,Walmart Inc.
24779,031587,2020,31587,11672,0.0177,011672,DLTR,Dollar Tree Inc.,0000935703,5331,TJX,TJX Companies Inc.
24807,160329,2020,160329,12141,0.0243,012141,GOOGL,Alphabet Inc.,0001652044,7389,MSFT,Microsoft Corp.
24845,003813,2021,3813,4611,0.0152,004611,TGT,Target Corp.,0000027419,5331,M,Macys Inc.
24846,003813,2021,3813,6502,0.0,006502,TGT,Target Corp.,0000027419,5331,KR,Kroger Co.
24855,004016,2021,4016,11259,0.0319,011259,DG,Dollar General Corp.,0000029534,5331,WMT,Walmart Inc.
24863,004016,2021,4016,31587,0.1048,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
24870,004611,2021,4611,3813,0.0152,003813,M,Macys Inc.,0000794367,5311,TGT,Target Corp.
24885,006502,2021,6502,3813,0.0,003813,KR,Kroger Co.,0000056873,5411,TGT,Target Corp.
24887,006502,2021,6502,25645,0.0223,025645,KR,Kroger Co.,0000056873,5411,ACI,Albertsons Companies Inc.
24898,007241,2021,7241,11264,0.0145,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
25048,011259,2021,11259,4016,0.0319,004016,WMT,Walmart Inc.,0000104169,5331,DG,Dollar General Corp.
25052,011259,2021,11259,11264,0.0133,011264,WMT,Walmart Inc.,0000104169,5331,WBA,Walgreens Boots Alliance Inc.
25061,011259,2021,11259,31587,0.0295,031587,WMT,Walmart Inc.,0000104169,5331,DLTR,Dollar Tree Inc.
25068,011264,2021,11264,7241,0.0145,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
25070,011264,2021,11264,11259,0.0133,011259,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,WMT,Walmart Inc.
25090,011672,2021,11672,31587,0.0273,031587,TJX,TJX Companies Inc.,0000109198,5651,DLTR,Dollar Tree Inc.
25225,012141,2021,12141,160329,0.0653,160329,MSFT,Microsoft Corp.,0000789019,7372,GOOGL,Alphabet Inc.
25242,025645,2021,25645,6502,0.0223,006502,ACI,Albertsons Companies Inc.,0001646972,5411,KR,Kroger Co.
25245,031587,2021,31587,4016,0.1048,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
25248,031587,2021,31587,11259,0.0295,011259,DLTR,Dollar Tree Inc.,0000935703,5331,WMT,Walmart Inc.
25249,031587,2021,31587,11672,0.0273,011672,DLTR,Dollar Tree Inc.,0000935703,5331,TJX,TJX Companies Inc.
25274,160329,2021,160329,12141,0.0653,012141,GOOGL,Alphabet Inc.,0001652044,7389,MSFT,Microsoft Corp.
25320,002184,2022,2184,6829,0.0191,006829,BBY,Best Buy Co. Inc.,0000764478,5731,LOW,Lowes Companies Inc.
25327,004016,2022,4016,11259,0.0349,011259,DG,Dollar General Corp.,0000029534,5331,WMT,Walmart Inc.
25334,004016,2022,4016,31587,0.0784,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
25341,005680,2022,5680,6829,0.0816,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
25342,005680,2022,5680,11259,0.0122,011259,HD,Home Depot Inc.,0000354950,5251,WMT,Walmart Inc.
25353,006502,2022,6502,25645,0.0412,025645,KR,Kroger Co.,0000056873,5411,ACI,Albertsons Companies Inc.
25360,006829,2022,6829,2184,0.0191,002184,LOW,Lowes Companies Inc.,0000060667,5251,BBY,Best Buy Co. Inc.
25361,006829,2022,6829,5680,0.0816,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
25362,006829,2022,6829,11259,0.013,011259,LOW,Lowes Companies Inc.,0000060667,5251,WMT,Walmart Inc.
25374,007241,2022,7241,11264,0.0195,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
25521,011259,2022,11259,4016,0.0349,004016,WMT,Walmart Inc.,0000104169,5331,DG,Dollar General Corp.
25522,011259,2022,11259,5680,0.0122,005680,WMT,Walmart Inc.,0000104169,5331,HD,Home Depot Inc.
25524,011259,2022,11259,6829,0.013,006829,WMT,Walmart Inc.,0000104169,5331,LOW,Lowes Companies Inc.
25535,011259,2022,11259,31587,0.0424,031587,WMT,Walmart Inc.,0000104169,5331,DLTR,Dollar Tree Inc.
25542,011264,2022,11264,7241,0.0195,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
25562,011672,2022,11672,31587,0.0064,031587,TJX,TJX Companies Inc.,0000109198,5651,DLTR,Dollar Tree Inc.
25679,012141,2022,12141,160329,0.0287,160329,MSFT,Microsoft Corp.,0000789019,7372,GOOGL,Alphabet Inc.
25695,025645,2022,25645,6502,0.0412,006502,ACI,Albertsons Companies Inc.,0001646972,5411,KR,Kroger Co.
25699,031587,2022,31587,4016,0.0784,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
25701,031587,2022,31587,11259,0.0424,011259,DLTR,Dollar Tree Inc.,0000935703,5331,WMT,Walmart Inc.
25702,031587,2022,31587,11672,0.0064,011672,DLTR,Dollar Tree Inc.,0000935703,5331,TJX,TJX Companies Inc.
25712,160329,2022,160329,12141,0.0287,012141,GOOGL,Alphabet Inc.,0001652044,7389,MSFT,Microsoft Corp.
25744,002184,2023,2184,6829,0.0312,006829,BBY,Best Buy Co. Inc.,0000764478,5731,LOW,Lowes Companies Inc.
25752,004016,2023,4016,11259,0.0481,011259,DG,Dollar General Corp.,0000029534,5331,WMT,Walmart Inc.
25759,004016,2023,4016,31587,0.0863,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
25764,005680,2023,5680,6829,0.1173,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
25765,005680,2023,5680,11259,0.0536,011259,HD,Home Depot Inc.,0000354950,5251,WMT,Walmart Inc.
25785,006502,2023,6502,25645,0.0386,025645,KR,Kroger Co.,0000056873,5411,ACI,Albertsons Companies Inc.
25790,006829,2023,6829,2184,0.0312,002184,LOW,Lowes Companies Inc.,0000060667,5251,BBY,Best Buy Co. Inc.
25791,006829,2023,6829,5680,0.1173,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
25792,006829,2023,6829,11259,0.0106,011259,LOW,Lowes Companies Inc.,0000060667,5251,WMT,Walmart Inc.
25813,007241,2023,7241,11264,0.0228,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
25997,011259,2023,11259,4016,0.0481,004016,WMT,Walmart Inc.,0000104169,5331,DG,Dollar General Corp.
25999,011259,2023,11259,5680,0.0536,005680,WMT,Walmart Inc.,0000104169,5331,HD,Home Depot Inc.
26001,011259,2023,11259,6829,0.0106,006829,WMT,Walmart Inc.,0000104169,5331,LOW,Lowes Companies Inc.
26003,011259,2023,11259,11672,0.0015,011672,WMT,Walmart Inc.,0000104169,5331,TJX,TJX Companies Inc.
26012,011259,2023,11259,31587,0.04,031587,WMT,Walmart Inc.,0000104169,5331,DLTR,Dollar Tree Inc.
26021,011264,2023,11264,7241,0.0228,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
26029,011672,2023,11672,11259,0.0015,011259,TJX,TJX Companies Inc.,0000109198,5651,WMT,Walmart Inc.
26039,011672,2023,11672,31587,0.0114,031587,TJX,TJX Companies Inc.,0000109198,5651,DLTR,Dollar Tree Inc.
26166,012141,2023,12141,160329,0.0412,160329,MSFT,Microsoft Corp.,0000789019,7372,GOOGL,Alphabet Inc.
26182,025645,2023,25645,6502,0.0386,006502,ACI,Albertsons Companies Inc.,0001646972,5411,KR,Kroger Co.
26185,031587,2023,31587,4016,0.0863,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
26187,031587,2023,31587,11259,0.04,011259,DLTR,Dollar Tree Inc.,0000935703,5331,WMT,Walmart Inc.
26188,031587,2023,31587,11672,0.0114,011672,DLTR,Dollar Tree Inc.,0000935703,5331,TJX,TJX Companies Inc.
26199,160329,2023,160329,12141,0.0412,012141,GOOGL,Alphabet Inc.,0001652044,7389,MSFT,Microsoft Corp.
26231,160329,2023,160329,170617,0.0134,170617,GOOGL,Alphabet Inc.,0001652044,7389,META,Meta Platforms Inc.
26252,170617,2023,170617,160329,0.0134,160329,META,Meta Platforms Inc.,0001326801,7389,GOOGL,Alphabet Inc.
